,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
520,Barbados,1988,male,110700,11,9.936766034,7763
521,Barbados,1989,female,123000,4,3.25203252,8541
522,Barbados,1989,male,113000,12,10.61946903,8541
523,Barbados,1990,female,124000,3,2.419354839,8537
524,Barbados,1990,male,113000,13,11.50442478,8537
525,Barbados,1991,female,124000,4,3.225806452,8469
526,Barbados,1991,male,113000,13,11.50442478,8469
527,Barbados,1992,female,126000,3,2.380952381,8129
528,Barbados,1992,male,114000,11,9.649122807,8129
529,Barbados,1993,female,124800,1,0.801282051,8540
530,Barbados,1993,male,114800,15,13.06620209,8540
531,Barbados,1994,female,125100,4,3.197442046,8953
532,Barbados,1994,male,115200,10,8.680555556,8953
533,Barbados,1995,female,125400,5,3.987240829,9378
534,Barbados,1995,male,115800,12,10.3626943,9378
535,Barbados,2000,female,131011,2,1.52658937,12430
536,Barbados,2000,male,120122,8,6.659895773,12430
537,Barbados,2001,female,131704,0,0,12348
538,Barbados,2001,male,120702,2,1.656973372,12348
539,Barbados,2002,female,132226,0,0,12511
540,Barbados,2002,male,121127,0,0,12511
541,Barbados,2003,female,132648,0,0,12887
542,Barbados,2003,male,121474,0,0,12887
543,Barbados,2004,female,133086,0,0,13786
544,Barbados,2004,male,121839,3,2.462265777,13786
545,Barbados,2005,female,133597,0,0,15230
546,Barbados,2005,male,122292,1,0.817714977,15230
547,Barbados,2006,female,134124,0,0,16531
548,Barbados,2006,male,122759,9,7.331438021,16531
549,Barbados,2007,female,134747,0,0,17528
550,Barbados,2007,male,123336,0,0,17528
551,Barbados,2008,female,135437,1,0.738350672,17760
552,Barbados,2008,male,123977,0,0,17760
553,Barbados,2009,female,136113,0,0,17007
554,Barbados,2009,male,124605,5,4.012680069,17007
555,Barbados,2010,female,136752,0,0,17034
556,Barbados,2010,male,125175,3,2.396644697,17034
557,Barbados,2011,female,137410,0,0,17708
558,Barbados,2011,male,125793,0,0,17708
559,Barbados,2012,female,137992,0,0,17620
560,Barbados,2012,male,126278,0,0,17620
561,Barbados,2013,female,138491,0,0,17395
562,Barbados,2013,male,126674,0,0,17395
563,Belarus,1990,female,5034600,435,8.640209749,2301
564,Belarus,1990,male,4374200,1650,37.7211833,2301
565,Belarus,1991,female,5063500,442,8.729139923,1899
566,Belarus,1991,male,4412700,1727,39.13703628,1899
567,Belarus,1992,female,5107800,470,9.201613219,1780
568,Belarus,1992,male,4463100,1954,43.78122829,1780
569,Belarus,1993,female,5140900,525,10.21221965,1689
570,Belarus,1993,male,4500200,2360,52.44211368,1689
571,Belarus,1994,female,5161300,571,11.06310426,1547
572,Belarus,1994,male,4492600,2582,57.47228776,1547
573,Belarus,1995,female,5184900,514,9.91340238,1444
574,Belarus,1995,male,4488700,2689,59.90598614,1444
575,Belarus,1996,female,5189900,546,10.52043392,1524
576,Belarus,1996,male,4494900,3081,68.54435026,1524
577,Belarus,1997,female,5193600,562,10.82101047,1458
578,Belarus,1997,male,4498500,2964,65.88862954,1458
579,Belarus,1998,female,5196100,550,10.58486172,1570
580,Belarus,1998,male,4498700,3006,66.81930335,1570
581,Belarus,1999,female,5094300,529,10.38415484,1269
582,Belarus,1999,male,4468900,2868,64.17686679,1269
583,Belarus,2000,female,5085317,505,9.930551035,1335
584,Belarus,2000,male,4458162,2978,66.79882875,1335
585,Belarus,2001,female,5071494,490,9.66184718,1299
586,Belarus,2001,male,4442093,2813,63.32600421,1299
587,Belarus,2002,female,5051565,511,10.11567702,1541
588,Belarus,2002,male,4417669,2780,62.92911488,1541
589,Belarus,2003,female,5030001,540,10.73558435,1892
590,Belarus,2003,male,4390690,2916,66.41325168,1892
591,Belarus,2007,female,4951385,456,9.2095444,4898
592,Belarus,2007,male,4293071,2203,51.31524729,4898
593,Belarus,2008,female,4933394,471,9.547179893,6601
594,Belarus,2008,male,4272352,2187,51.18960235,6601
595,Belarus,2009,female,4916448,505,10.27164327,5366
596,Belarus,2009,male,4253521,2238,52.61523336,5366
597,Belarus,2010,female,4830090,390,8.074383707,6371
598,Belarus,2010,male,4151103,2069,49.84217448,6371
599,Belarus,2011,female,4814895,380,7.892176257,6902
600,Belarus,2011,male,4132425,1792,43.36436838,6902
601,Belarus,2013,female,4797034,334,6.962635662,8477
602,Belarus,2013,male,4113206,1568,38.12111526,8477
603,Belarus,2014,female,4794032,276,5.757158067,8849
604,Belarus,2014,male,4112945,1465,35.61924606,8849
605,Belarus,2018,female,56632710,347,0.612720105,6360.062473
606,Belarus,2018,male,56632710,1460,2.578015426,6360.062473
607,Belgium,1985,female,4759700,759,15.94638318,9356
608,Belgium,1985,male,4509900,1522,33.74797667,9356
609,Belgium,1986,female,4767700,714,14.97577448,12992
610,Belgium,1986,male,4519400,1488,32.92472452,12992
611,Belgium,1987,female,4769600,695,14.57145253,16165
612,Belgium,1987,male,4521700,1543,34.12433377,16165
613,Belgium,1988,female,4782600,643,13.4445699,17509
614,Belgium,1988,male,4536700,1353,29.82343995,17509
615,Belgium,1989,female,4796700,582,12.13334167,17659
616,Belgium,1989,male,4552500,1338,29.39044481,17659
617,Belgium,1990,female,4806000,592,12.31793591,22032
618,Belgium,1990,male,4563700,1303,28.5513947,22032
619,Belgium,1991,female,4818100,527,10.93792159,22523
620,Belgium,1991,male,4578500,1278,27.91307197,22523
621,Belgium,1992,female,4832700,565,11.69118712,25036
622,Belgium,1992,male,4595400,1313,28.57205031,25036
623,Belgium,1993,female,4849300,590,12.16670447,23875
624,Belgium,1993,male,4613600,1552,33.63967401,23875
625,Belgium,1994,female,4865900,588,12.08409544,25922
626,Belgium,1994,male,4631500,1543,33.3153406,25922
627,Belgium,1995,female,4882300,605,12.39170063,30394
628,Belgium,1995,male,4644800,1550,33.37065105,30394
629,Belgium,1996,female,4898542,555,11.32990184,29438
630,Belgium,1996,male,4659003,1458,31.29424901,29438
631,Belgium,1997,female,4907982,595,12.12310885,26609
632,Belgium,1997,male,4668241,1551,33.22450576,26609
633,Belgium,1998,female,4930419,557,11.29721429,27087
634,Belgium,1998,male,4690578,1462,31.16886661,27087
635,Belgium,1999,female,4943885,496,10.03259582,26969
636,Belgium,1999,male,4704392,1361,28.93041226,26969
637,Belgium,2000,female,4956727,617,12.44773013,24592
638,Belgium,2000,male,4717298,1526,32.34902692,24592
639,Belgium,2001,female,4974251,583,11.7203575,24494
640,Belgium,2001,male,4735804,1582,33.40509869,24494
641,Belgium,2002,female,4997263,579,11.58634236,26526
642,Belgium,2002,male,4761307,1497,31.44094678,26526
643,Belgium,2003,female,5019283,554,11.03743304,32538
644,Belgium,2003,male,4784839,1537,32.12229293,32538
645,Belgium,2004,female,5041684,537,10.65120305,37661
646,Belgium,2004,male,4806338,1450,30.16849835,37661
647,Belgium,2005,female,5068873,552,10.88999468,39124
648,Belgium,2005,male,4832141,1477,30.56616105,39124
649,Belgium,2006,female,5099439,540,10.58940013,41135
650,Belgium,2006,male,4863263,1395,28.68444499,41135
651,Belgium,2007,female,5131909,537,10.46394237,47040
652,Belgium,2007,male,4898357,1320,26.94781128,47040
653,Belgium,2008,female,5165996,547,10.58847123,51345
654,Belgium,2008,male,4934854,1452,29.42336288,51345
655,Belgium,2009,female,5201848,554,10.65006129,47630
656,Belgium,2009,male,4971518,1459,29.34717324,47630
657,Belgium,2010,female,5220704,563,10.78398622,47355
658,Belgium,2010,male,4990467,1450,29.05539702,47355
659,Belgium,2011,female,5283592,600,11.3559109,50893
660,Belgium,2011,male,5071534,1488,29.34023512,50893
661,Belgium,2012,female,5324724,541,10.16015102,47678
662,Belgium,2012,male,5117913,1485,29.01573356,47678
663,Belgium,2013,female,5362716,532,9.920346332,49489
664,Belgium,2013,male,5163433,1363,26.39716638,49489
665,Belgium,2014,female,5389207,561,10.40969478,50173
666,Belgium,2014,male,5189641,1338,25.78213021,50173
667,Belgium,2015,female,5411388,552,10.20071006,42830
668,Belgium,2015,male,5212968,1315,25.22555289,42830
669,Belgium,2017,female,5212968,490,9.399635678,44089.31009
670,Belgium,2017,male,5212968,1235,23.69091849,44089.31009
671,Belgium,2018,female,5212968,510,9.783294277,47519.5531
672,Belgium,2018,male,5212968,1283,24.61169913,47519.5531
673,Belize,1986,female,73600,1,1.358695652,1552
674,Belize,1986,male,73200,2,2.732240437,1552
675,Belize,1987,female,71508,0,0,1920
676,Belize,1987,male,72561,4,5.512603189,1920
677,Belize,1989,female,75955,0,0,2372
678,Belize,1989,male,77133,1,1.296461955,2372
679,Belize,1990,female,78200,1,1.278772379,2614
680,Belize,1990,male,79800,2,2.506265664,2614
681,Belize,1991,female,80300,0,0,2742
682,Belize,1991,male,81900,2,2.442002442,2742
683,Belize,1993,female,84600,0,0,3278
684,Belize,1993,male,86200,1,1.160092807,3278
685,Belize,1994,female,84890,1,1.177995052,3399
686,Belize,1994,male,85984,7,8.141049498,3399
687,Belize,1995,female,89400,1,1.118568233,3436
688,Belize,1995,male,91100,13,14.27003293,3436
689,Belize,1996,female,89902,0,0,3545
690,Belize,1996,male,91024,8,8.788890842,3545
691,Belize,1997,female,93242,0,0,3487
692,Belize,1997,male,94408,1,1.059232268,3487
693,Belize,1998,female,96944,1,1.031523354,3531
694,Belize,1998,male,98164,11,11.20573734,3531
695,Belize,1999,female,100715,0,0,3615
696,Belize,1999,male,101984,18,17.64982742,3615
697,Belize,2000,female,104407,4,3.831160746,3960
698,Belize,2000,male,105702,14,13.2447825,3960
699,Belize,2001,female,108001,2,1.851834705,4013
700,Belize,2001,male,109278,17,15.55665367,4013
701,Belize,2002,female,111443,5,4.48659853,4161
702,Belize,2002,male,112693,9,7.98629906,4161
703,Belize,2003,female,114846,4,3.48292496,4289
704,Belize,2003,male,116044,8,6.893936783,4289
705,Belize,2004,female,118344,1,0.844994254,4449
706,Belize,2004,male,119447,19,15.90663642,4449
707,Belize,2005,female,122040,1,0.819403474,4547
708,Belize,2005,male,122980,11,8.944543828,4547
709,Belize,2006,female,126053,2,1.586634194,4815
710,Belize,2006,male,126773,9,7.099303479,4815
711,Belize,2007,female,130126,2,1.536971858,4951
712,Belize,2007,male,130541,6,4.596257115,4951
713,Belize,2008,female,134214,1,0.745078755,5098
714,Belize,2008,male,134273,10,7.447513648,5098
715,Belize,2009,female,138240,4,2.893518519,4841
716,Belize,2009,male,137949,11,7.973961392,4841
717,Belize,2010,female,142195,2,1.406519217,4923
718,Belize,2010,male,141601,13,9.180726125,4923
719,Belize,2011,female,146283,5,3.418032171,5098
720,Belize,2011,male,145379,28,19.26000316,5098
721,Belize,2012,female,150029,2,1.333075605,5264
722,Belize,2012,male,148917,16,10.74424008,5264
723,Belize,2013,female,153570,1,0.651168848,5272
724,Belize,2013,male,152318,16,10.50433961,5272
725,Belize,2014,female,157090,6,3.819466548,5448
726,Belize,2014,male,155690,18,11.56143619,5448
727,Belize,2015,female,160712,4,2.488924287,5561
728,Belize,2015,male,159123,22,13.82578257,5561
729,Bosnia and Herzegovina,2011,female,1882923,0,0,5076
730,Bosnia and Herzegovina,2011,male,1790389,5,0.279268919,5076
731,Bosnia and Herzegovina,2014,female,1867562,70,3.748202202,5079
732,Bosnia and Herzegovina,2014,male,1786607,243,13.60120049,5079
733,Brazil,1985,female,58996800,1066,1.806877661,1898
734,Brazil,1985,male,58482100,3162,5.406782588,1898
735,Brazil,1986,female,60498100,1154,1.907497921,2257
736,Brazil,1986,male,58278300,3117,5.348474475,2257
737,Brazil,1987,female,62069011,1163,1.873720849,2394
738,Brazil,1987,male,60753456,3509,5.775803108,2394
739,Brazil,1988,female,63544932,1139,1.792432479,2628
740,Brazil,1988,male,62156362,3327,5.352629872,2628
741,Brazil,1989,female,65017542,1071,1.647247754,3310
742,Brazil,1989,male,63552766,3392,5.3372972,3310
743,Brazil,1990,female,66465881,1214,1.826501028,3516
744,Brazil,1990,male,64921672,3589,5.528200198,3516
745,Brazil,1991,female,67955648,1195,1.758499897,4490
746,Brazil,1991,male,66326202,3961,5.971998819,4490
747,Brazil,1992,female,69362826,1174,1.692549263,2924
748,Brazil,1992,male,67644195,4033,5.96207849,2924
749,Brazil,1993,female,70712639,1187,1.678624949,3136
750,Brazil,1993,male,68902838,4321,6.271149528,3136
751,Brazil,1994,female,72044422,1291,1.791949972,3925
752,Brazil,1994,male,70144028,4605,6.565063529,3925
753,Brazil,1995,female,73386017,1401,1.909083034,5313
754,Brazil,1995,male,71397574,5135,7.192121122,5313
755,Brazil,1996,female,74713439,1398,1.871149312,5771
756,Brazil,1996,male,72639691,5300,7.296286544,5771
757,Brazil,1997,female,76043898,1417,1.863397376,5891
758,Brazil,1997,male,73888729,5474,7.408437084,5891
759,Brazil,1998,female,77379095,1445,1.867429439,5663
760,Brazil,1998,male,75145216,5477,7.28855447,5663
761,Brazil,1999,female,78716968,1226,1.557478687,3864
762,Brazil,1999,male,76405105,5281,6.91184182,3864
763,Brazil,2000,female,80053417,1380,1.723848964,4156
764,Brazil,2000,male,77662574,5383,6.931266533,4156
765,Brazil,2001,female,81325620,1557,1.914525828,3492
766,Brazil,2001,male,78853176,6153,7.803109922,3492
767,Brazil,2002,female,82657227,1694,2.049427572,3121
768,Brazil,2002,male,80104187,6003,7.493990295,3121
769,Brazil,2003,female,84015212,1605,1.910368327,3376
770,Brazil,2003,male,81381699,6234,7.660198886,3376
771,Brazil,2004,female,85354030,1703,1.995219206,3984
772,Brazil,2004,male,82639038,6292,7.613835001,3984
773,Brazil,2005,female,86641338,1804,2.082146977,5230
774,Brazil,2005,male,83842622,6725,8.020980069,5230
775,Brazil,2006,female,87930465,1801,2.048209344,6403
776,Brazil,2006,male,85044257,6817,8.015826395,6403
777,Brazil,2007,female,89134011,1871,2.099086509,7970
778,Brazil,2007,male,86159181,6984,8.105926634,7970
779,Brazil,2008,female,90268233,1918,2.124778492,9555
780,Brazil,2008,male,87203399,7266,8.332244022,9555
781,Brazil,2009,female,91363020,1873,2.050063582,9283
782,Brazil,2009,male,88206531,7473,8.472161772,9283
783,Brazil,2010,female,92439920,2073,2.24253764,12161
784,Brazil,2010,male,89189792,7356,8.24758062,12161
785,Brazil,2011,female,93501321,2088,2.23312353,14245
786,Brazil,2011,male,90155120,7734,8.57854773,14245
787,Brazil,2012,female,94517324,2254,2.384748007,13283
788,Brazil,2012,male,91073891,8041,8.829094608,13283
789,Brazil,2013,female,95499992,2223,2.327748886,13191
790,Brazil,2013,male,91958860,8290,9.014900794,13191
791,Brazil,2014,female,96461733,2233,2.314907612,12975
792,Brazil,2014,male,92823821,8398,9.047246611,12975
793,Brazil,2015,female,97410044,2397,2.460731873,9431
794,Brazil,2015,male,93677041,8766,9.357682423,9431
795,Brazil,2017,female,1251029760,3149,0.251712637,9928.675897
796,Brazil,2017,male,1251029760,6536,0.522449602,9928.675897
797,Brazil,2018,female,1260999552,3222,0.25551159,9151.381732
798,Brazil,2018,male,1260999552,6567,0.520777346,9151.381732
799,Brazil,2019,female,1270697268,3344,0.263162602,8897.552966
800,Brazil,2019,male,1270697268,6548,0.515307632,8897.552966
801,Brunei Darussalam,2017,female,2581656,0,0,28571.60829
802,Brunei Darussalam,2017,male,2581656,11,0.426083103,28571.60829
803,Brunei Darussalam,2018,female,2605644,3,0.115134685,31628.47626
804,Brunei Darussalam,2018,male,2605644,10,0.383782282,31628.47626
805,Brunei Darussalam,2019,female,2628288,0,0,31085.96193
806,Brunei Darussalam,2019,male,2628288,8,0.304380646,31085.96193
807,Bulgaria,1985,female,4231000,422,9.974001418,2044
808,Bulgaria,1985,male,4161500,1034,24.84681004,2044
809,Bulgaria,1986,female,4230700,433,10.23471293,2413
810,Bulgaria,1986,male,4160800,975,23.43299366,2413
811,Bulgaria,1987,female,4243200,429,10.11029412,3355
812,Bulgaria,1987,male,4132200,1063,25.72479551,3355
813,Bulgaria,1988,female,4254300,427,10.03690384,2688
814,Bulgaria,1988,male,4135500,1025,24.78539475,2688
815,Bulgaria,1989,female,4264900,419,9.824380408,2617
816,Bulgaria,1989,male,4138300,1041,25.15525699,2617
817,Bulgaria,1990,female,4276100,403,9.424475574,2451
818,Bulgaria,1990,male,4142400,920,22.20934724,2451
819,Bulgaria,1991,female,4286600,383,8.934820137,1298
820,Bulgaria,1991,male,4145300,1001,24.14783007,1298
821,Bulgaria,1992,female,4098100,411,10.02903785,1287
822,Bulgaria,1992,male,3943400,1108,28.09758077,1287
823,Bulgaria,1993,female,4082700,447,10.94863693,1354
824,Bulgaria,1993,male,3918300,1023,26.10826124,1354
825,Bulgaria,1994,female,4084700,416,10.18434646,1213
826,Bulgaria,1994,male,3910800,1048,26.79758617,1213
827,Bulgaria,1995,female,4083800,413,10.11312993,1636
828,Bulgaria,1995,male,3900100,1020,26.15317556,1636
829,Bulgaria,1996,female,4077600,415,10.17755542,1270
830,Bulgaria,1996,male,3885700,1111,28.59201688,1270
831,Bulgaria,1997,female,4066800,463,11.38487263,1411
832,Bulgaria,1997,male,3867100,1002,25.9108893,1411
833,Bulgaria,1998,female,4053500,448,11.05217713,1852
834,Bulgaria,1998,male,3846000,1055,27.43109724,1852
835,Bulgaria,1999,female,4040600,342,8.464089492,1715
836,Bulgaria,1999,male,3826000,965,25.22216414,1715
837,Bulgaria,2000,female,4025070,382,9.490518177,1680
838,Bulgaria,2000,male,3804025,1001,26.31423295,1680
839,Bulgaria,2001,female,3903375,363,9.299644538,1854
840,Bulgaria,2001,male,3688551,951,25.78248206,1854
841,Bulgaria,2002,female,3882319,336,8.654621117,2157
842,Bulgaria,2002,male,3662091,981,26.78797441,2157
843,Bulgaria,2003,female,3859538,292,7.565672368,2800
844,Bulgaria,2003,male,3633628,800,22.01656306,2800
845,Bulgaria,2004,female,3839994,267,6.953135864,3485
846,Bulgaria,2004,male,3607569,746,20.67874516,3485
847,Bulgaria,2005,female,3821459,255,6.672844063,4003
848,Bulgaria,2005,male,3582592,727,20.2925703,4003
849,Bulgaria,2006,female,3801651,225,5.918481207,4638
850,Bulgaria,2006,male,3556857,752,21.14226127,4638
851,Bulgaria,2007,female,3780854,239,6.321323172,6073
852,Bulgaria,2007,male,3531620,663,18.7732542,6073
