"","age","X","country","year","total_pop","total_suicides","suicide_rate","age_order"
"1185","35-54 years",902,"Russian Federation",1995,39588900,25034,63.23489665,3
"1186","35-54 years",795,"Qatar",2005,296483,3,1.0118624,3
"1187","35-54 years",1574,"Sweden",2007,2461531,427,17.34692758,3
"1188","35-54 years",1580,"Sweden",2008,2476422,391,15.78890835,3
"1189","35-54 years",1586,"Sweden",2009,2493536,446,17.88624668,3
"1190","35-54 years",1592,"Sweden",2010,2508605,380,15.14786106,3
"1191","35-54 years",1903,"Uruguay",1999,772302,128,16.57382734,3
"1192","35-54 years",1909,"Uruguay",2000,778709,168,21.57416955,3
"1193","35-54 years",1190,"Singapore",2009,1250200,139,11.11822108,3
"1194","35-54 years",1927,"Uruguay",2003,790560,155,19.60635499,3
"1195","35-54 years",2005,"Uruguay",2018,864438,232,26.83824635,3
"1196","35-54 years",1202,"Singapore",2011,1254900,116,9.243764443,3
"1197","35-54 years",1657,"United States",1987,57581000,8839,15.35054966,3
"1198","35-54 years",2053,"Uzbekistan",1996,3771000,570,15.11535402,3
"1199","35-54 years",1957,"Uruguay",2008,817652,170,20.79124126,3
"1200","35-54 years",1963,"Uruguay",2009,825992,142,17.1914498,3
"1201","35-54 years",1969,"Uruguay",2010,833765,139,16.67136423,3
"1202","35-54 years",1975,"Uruguay",2012,847734,188,22.17676771,3
"1203","35-54 years",1981,"Uruguay",2013,854436,156,18.25765768,3
"1204","35-54 years",1987,"Uruguay",2014,860124,195,22.67114974,3
"1205","35-54 years",1250,"Singapore",2020,1236326,102,8.250251147,3
"1206","35-54 years",1993,"Uruguay",2015,864438,173,20.01300267,3
"1207","35-54 years",1999,"Uruguay",2017,864438,208,24.06187604,3
"1208","35-54 years",771,"Norway",2015,1429708,201,14.05881481,3
"1209","35-54 years",1418,"Sri Lanka",1999,4616305,1913,41.44006949,3
"1210","35-54 years",1130,"Singapore",1999,1062600,114,10.72840203,3
"1211","35-54 years",1136,"Singapore",2000,1103900,131,11.86701694,3
"1212","35-54 years",1472,"Sweden",1990,2304600,496,21.52217305,3
"1213","35-54 years",1478,"Sweden",1991,2334300,537,23.00475517,3
"1214","35-54 years",1484,"Sweden",1992,2360100,504,21.35502733,3
"1215","35-54 years",1490,"Sweden",1993,2383000,536,22.49265632,3
"1216","35-54 years",735,"Norway",2009,1371831,212,15.45379861,3
"1217","35-54 years",741,"Norway",2010,1383740,200,14.45358232,3
"1218","35-54 years",747,"Norway",2011,1394067,233,16.71368736,3
"1219","35-54 years",759,"Norway",2013,1412667,229,16.21047281,3
"1220","35-54 years",765,"Norway",2014,1421237,198,13.93152585,3
"1221","35-54 years",866,"Russian Federation",1989,37375200,14356,38.4104968,3
"1222","35-54 years",872,"Russian Federation",1990,38225500,14984,39.19896404,3
"1223","35-54 years",1196,"Singapore",2010,1255800,128,10.19270584,3
"1224","35-54 years",1945,"Uruguay",2006,802529,149,18.56630726,3
"1225","35-54 years",1867,"Uruguay",1993,716579,120,16.74623454,3
"1226","35-54 years",1873,"Uruguay",1994,725979,112,15.42744349,3
"1227","35-54 years",1879,"Uruguay",1995,735422,110,14.95739861,3
"1228","35-54 years",1885,"Uruguay",1996,744737,107,14.36748812,3
"1229","35-54 years",1891,"Uruguay",1997,754561,116,15.37317725,3
"1230","35-54 years",1897,"Uruguay",1998,764064,151,19.76274239,3
"1231","35-54 years",1172,"Singapore",2006,1231600,173,14.04676843,3
"1232","35-54 years",1178,"Singapore",2007,1217800,123,10.10018065,3
"1233","35-54 years",1184,"Singapore",2008,1231800,138,11.20311739,3
"1234","35-54 years",1514,"Sweden",1997,2441400,471,19.29220939,3
"1235","35-54 years",1388,"Sri Lanka",1985,2871000,1027,35.77150819,3
"1236","35-54 years",1124,"Singapore",1998,1023100,103,10.06744209,3
"1237","35-54 years",884,"Russian Federation",1992,39026700,18592,47.63918036,3
"1238","35-54 years",1951,"Uruguay",2007,809485,176,21.74221882,3
"1239","35-54 years",1214,"Singapore",2013,1247408,117,9.379449226,3
"1240","35-54 years",1220,"Singapore",2014,1242088,119,9.580641629,3
"1241","35-54 years",1226,"Singapore",2015,1236326,115,9.301753745,3
"1242","35-54 years",1232,"Singapore",2017,1236326,90,7.279633365,3
"1243","35-54 years",1238,"Singapore",2018,1236326,97,7.845827072,3
"1244","35-54 years",1244,"Singapore",2019,1236326,92,7.441402996,3
"1245","35-54 years",1508,"Sweden",1996,2435600,472,19.37920841,3
"1246","35-54 years",753,"Norway",2012,1403886,208,14.81601782,3
"1247","35-54 years",777,"Qatar",1995,155731,0,0,3
"1248","35-54 years",783,"Qatar",2001,193193,15,7.764256469,3
"1249","35-54 years",1394,"Sri Lanka",1986,2920600,1044,35.74607957,3
"1250","35-54 years",878,"Russian Federation",1991,38770100,15175,39.14098751,3
"1251","35-54 years",1154,"Singapore",2003,1179000,118,10.00848176,3
"1252","35-54 years",1496,"Sweden",1994,2405200,481,19.99833694,3
"1253","35-54 years",789,"Qatar",2004,255133,14,5.487334057,3
"1254","35-54 years",1568,"Sweden",2006,2445650,427,17.45957108,3
"1255","35-54 years",1520,"Sweden",1998,2441300,444,18.1870315,3
"1256","35-54 years",1406,"Sri Lanka",1997,4366577,1804,41.31382545,3
"1257","35-54 years",1502,"Sweden",1995,2423400,534,22.03515722,3
"1258","35-54 years",1550,"Sweden",2003,2444366,399,16.3232511,3
"1259","35-54 years",1142,"Singapore",2001,1139200,109,9.568117978,3
"1260","35-54 years",1148,"Singapore",2002,1158600,139,11.99723805,3
"1261","35-54 years",2047,"Uzbekistan",1995,3673500,500,13.61099769,3
"1262","35-54 years",1166,"Singapore",2005,1210000,149,12.31404959,3
"1263","35-54 years",1208,"Singapore",2012,1254100,155,12.35946097,3
"1264","35-54 years",1544,"Sweden",2002,2444878,420,17.17877129,3
"1265","35-54 years",1160,"Singapore",2004,1196100,139,11.62110191,3
"1266","35-54 years",1412,"Sri Lanka",1998,4495566,1845,41.04043851,3
"1267","35-54 years",1532,"Sweden",2000,2441563,398,16.3010334,3
"1268","35-54 years",1538,"Sweden",2001,2442927,446,18.25678786,3
"1269","35-54 years",1400,"Sri Lanka",1996,4231675,1439,34.00544702,3
"1270","35-54 years",1562,"Sweden",2005,2437396,432,17.72383314,3
"1271","35-54 years",1526,"Sweden",1999,2440641,458,18.765562,3
"1272","35-54 years",1556,"Sweden",2004,2439748,403,16.51809941,3
"1273","5-14 years",562,"Italy",2011,5569398,6,0.107731572,0
"1274","5-14 years",292,"Belgium",1999,1226870,11,0.896590511,0
"1275","5-14 years",298,"Belgium",2000,1227706,5,0.407263628,0
"1276","5-14 years",316,"Belgium",2003,1228055,12,0.977154932,0
"1277","5-14 years",232,"Belgium",1989,1212400,6,0.494886176,0
"1278","5-14 years",772,"Norway",2015,626179,4,0.638794977,0
"1279","5-14 years",208,"Belgium",1985,1259900,13,1.031827923,0
"1280","5-14 years",226,"Belgium",1988,1219200,9,0.738188976,0
"1281","5-14 years",304,"Belgium",2001,1228646,11,0.895294495,0
"1282","5-14 years",310,"Belgium",2002,1229748,5,0.406587366,0
"1283","5-14 years",556,"Italy",2010,5650031,11,0.194689197,0
"1284","5-14 years",214,"Belgium",1986,1232900,4,0.324438316,0
"1285","5-14 years",280,"Belgium",1997,1217209,6,0.492930959,0
"1286","5-14 years",220,"Belgium",1987,1227800,11,0.895911386,0
"1287","5-14 years",268,"Belgium",1995,1212300,13,1.07234183,0
"1288","5-14 years",568,"Italy",2012,5592137,8,0.143058012,0
"1289","5-14 years",616,"New Zealand",1988,515200,2,0.388198758,0
"1290","5-14 years",322,"Belgium",2004,1223032,9,0.735876085,0
"1291","5-14 years",1712,"United States",1996,38422300,302,0.786001879,0
"1292","5-14 years",274,"Belgium",1996,1215011,5,0.411518908,0
"1293","5-14 years",586,"Italy",2015,5719596,13,0.227288781,0
"1294","5-14 years",592,"Italy",2017,5719596,12,0.209805028,0
"1295","5-14 years",262,"Belgium",1994,1211000,11,0.908340215,0
"1296","5-14 years",1718,"United States",1997,38778100,307,0.791683966,0
"1297","5-14 years",1581,"Sweden",2008,1010925,4,0.395677226,0
"1298","5-14 years",1587,"Sweden",2009,1003321,6,0.598013996,0
"1299","5-14 years",286,"Belgium",1998,1224263,7,0.571772568,0
"1300","5-14 years",1575,"Sweden",2007,1026717,7,0.681784757,0
"1301","5-14 years",604,"New Zealand",1986,542300,4,0.737599115,0
"1302","5-14 years",238,"Belgium",1990,1208600,2,0.165480721,0
"1303","5-14 years",1730,"United States",1999,39495230,244,0.617796124,0
"1304","5-14 years",598,"New Zealand",1985,555100,5,0.900738606,0
"1305","5-14 years",580,"Italy",2014,5727154,12,0.209528153,0
"1306","5-14 years",250,"Belgium",1992,1208500,5,0.413736036,0
"1307","5-14 years",256,"Belgium",1993,1209500,5,0.413393964,0
"1308","5-14 years",346,"Belgium",2008,1198534,8,0.667482107,0
"1309","5-14 years",1682,"United States",1991,35908000,266,0.740781998,0
"1310","5-14 years",1688,"United States",1992,36451500,314,0.861418597,0
"1311","5-14 years",1694,"United States",1993,37050300,321,0.866389746,0
"1312","5-14 years",1700,"United States",1994,37611300,322,0.856125686,0
"1313","5-14 years",1706,"United States",1995,38134500,337,0.883714222,0
"1314","5-14 years",2132,"Uzbekistan",2012,5279769,83,1.572038474,0
"1315","5-14 years",610,"New Zealand",1987,528800,8,1.512859304,0
"1316","5-14 years",766,"Norway",2014,621365,3,0.482808011,0
"1317","5-14 years",574,"Italy",2013,5667613,11,0.194085235,0
"1318","5-14 years",244,"Belgium",1991,1208100,5,0.413873024,0
"1319","5-14 years",334,"Belgium",2006,1211654,4,0.330127248,0
"1320","5-14 years",340,"Belgium",2007,1203652,7,0.581563442,0
"1321","5-14 years",1676,"United States",1990,35095200,264,0.752239623,0
"1322","5-14 years",508,"Italy",2002,5497269,11,0.200099358,0
"1323","5-14 years",514,"Italy",2003,5502149,10,0.181747168,0
"1324","5-14 years",520,"Italy",2004,5461627,7,0.128166936,0
"1325","5-14 years",526,"Italy",2005,5465273,10,0.182973476,0
"1326","5-14 years",532,"Italy",2006,5542088,4,0.072174964,0
"1327","5-14 years",538,"Italy",2007,5552754,9,0.162081735,0
"1328","5-14 years",2138,"Uzbekistan",2013,5315938,92,1.730644714,0
"1329","5-14 years",1724,"United States",1998,39162600,324,0.827319943,0
"1330","5-14 years",879,"Russian Federation",1991,22766300,363,1.59446199,0
"1331","5-14 years",328,"Belgium",2005,1217868,1,0.082110705,0
"1332","5-14 years",490,"Italy",1999,5542398,8,0.144341853,0
"1333","5-14 years",496,"Italy",2000,5520237,11,0.199266807,0
"1334","5-14 years",502,"Italy",2001,5494810,14,0.25478588,0
"1335","5-14 years",1563,"Sweden",2005,1081228,9,0.832386879,0
"1336","5-14 years",1569,"Sweden",2006,1050718,4,0.38069206,0
"1337","5-14 years",2024,"Uzbekistan",1991,5181700,56,1.080726403,0
"1338","5-14 years",2030,"Uzbekistan",1992,5421300,57,1.051408334,0
"1339","5-14 years",2036,"Uzbekistan",1993,5575100,54,0.968592492,0
"1340","5-14 years",1593,"Sweden",2010,1002196,3,0.299342644,0
"1341","5-14 years",544,"Italy",2008,5575513,5,0.089677847,0
"1342","5-14 years",550,"Italy",2009,5612447,8,0.142540322,0
"1343","5-14 years",2150,"Uzbekistan",2017,5393758,118,2.187714021,0
"1344","5-14 years",1802,"United States",2011,41436606,287,0.692624295,0
"1345","5-14 years",1257,"South Africa",1996,10194228,2,0.019618945,0
"1346","5-14 years",885,"Russian Federation",1992,23123400,394,1.703901675,0
"1347","5-14 years",891,"Russian Federation",1993,23140200,430,1.858238045,0
"1348","5-14 years",2096,"Uzbekistan",2003,6305265,56,0.888146652,0
"1349","5-14 years",2102,"Uzbekistan",2004,6199042,33,0.53234032,0
"1350","5-14 years",2108,"Uzbekistan",2005,6076003,40,0.658327522,0
"1351","5-14 years",2114,"Uzbekistan",2009,5484372,55,1.002849551,0
"1352","5-14 years",2120,"Uzbekistan",2010,5379096,78,1.450057779,0
"1353","5-14 years",2126,"Uzbekistan",2011,5299254,73,1.377552388,0
"1354","5-14 years",454,"Italy",1993,5941967,30,0.504883316,0
"1355","5-14 years",460,"Italy",1994,5795533,32,0.552149388,0
"1356","5-14 years",1796,"United States",2010,41458299,274,0.66090507,0
"1357","5-14 years",472,"Italy",1996,5617429,18,0.320431286,0
"1358","5-14 years",1736,"United States",2000,41077577,307,0.747366379,0
"1359","5-14 years",2162,"Uzbekistan",2019,5393758,125,2.317493666,0
"1360","5-14 years",1041,"Russian Federation",2019,288812522,96,0.033239556,0
"1361","5-14 years",1742,"United States",2001,41065494,279,0.679402517,0
"1362","5-14 years",1748,"United States",2002,41037286,264,0.643317397,0
"1363","5-14 years",1754,"United States",2003,40968637,250,0.610222888,0
"1364","5-14 years",1760,"United States",2004,40750728,285,0.699374009,0
"1365","5-14 years",1766,"United States",2005,40396536,272,0.673325059,0
"1366","5-14 years",1772,"United States",2006,40337284,219,0.542922027,0
"1367","5-14 years",1778,"United States",2007,40373299,184,0.455746755,0
"1368","5-14 years",1784,"United States",2008,41188226,222,0.538988982,0
"1369","5-14 years",2144,"Uzbekistan",2014,5393758,104,1.92815473,0
"1370","5-14 years",760,"Norway",2013,616552,1,0.162192321,0
"1371","5-14 years",867,"Russian Federation",1989,22131800,311,1.405217831,0
"1372","5-14 years",622,"New Zealand",1989,508200,8,1.574183392,0
"1373","5-14 years",628,"New Zealand",1990,506100,2,0.395178818,0
"1374","5-14 years",634,"New Zealand",1991,519500,4,0.769971126,0
"1375","5-14 years",640,"New Zealand",1992,521200,5,0.959324635,0
"1376","5-14 years",646,"New Zealand",1993,528200,3,0.567966679,0
"1377","5-14 years",352,"Belgium",2009,1200421,8,0.66643286,0
"1378","5-14 years",358,"Belgium",2010,1203500,9,0.747818862,0
"1379","5-14 years",364,"Belgium",2011,1221785,5,0.409237304,0
"1380","5-14 years",370,"Belgium",2012,1233727,6,0.486331255,0
"1381","5-14 years",1599,"Sweden",2011,1010036,5,0.49503186,0
"1382","5-14 years",1790,"United States",2009,41321805,265,0.6413079,0
"1383","5-14 years",1623,"Sweden",2015,1082479,8,0.73904436,0
"1384","5-14 years",1634,"Sweden",2017,1082479,7,0.646663815,0
"1385","5-14 years",1640,"Sweden",2018,1082479,9,0.831424905,0
"1386","5-14 years",1664,"United States",1988,34655000,243,0.701197518,0
"1387","5-14 years",1670,"United States",1989,35161000,240,0.682574443,0
"1388","5-14 years",418,"Italy",1987,7459400,15,0.201088559,0
"1389","5-14 years",424,"Italy",1988,7199400,14,0.194460649,0
"1390","5-14 years",430,"Italy",1989,6928500,17,0.245363354,0
"1391","5-14 years",436,"Italy",1990,6672800,17,0.254765616,0
"1392","5-14 years",442,"Italy",1991,6389400,10,0.156509218,0
"1393","5-14 years",448,"Italy",1992,6130784,15,0.244666914,0
"1394","5-14 years",999,"Russian Federation",2011,13773156,169,1.227024511,0
"1395","5-14 years",1005,"Russian Federation",2012,13978963,172,1.230420311,0
"1396","5-14 years",466,"Italy",1995,5691298,16,0.281130948,0
"1397","5-14 years",1017,"Russian Federation",2014,14307425,140,0.978512905,0
"1398","5-14 years",2156,"Uzbekistan",2018,5393758,123,2.280413767,0
"1399","5-14 years",484,"Italy",1998,5557345,14,0.251918857,0
"1400","5-14 years",700,"Norway",2003,618692,9,1.454681813,0
"1401","5-14 years",706,"Norway",2004,619918,3,0.483934972,0
"1402","5-14 years",712,"Norway",2005,619806,5,0.806704033,0
"1403","5-14 years",718,"Norway",2006,617789,1,0.161867563,0
"1404","5-14 years",724,"Norway",2007,614861,2,0.32527677,0
"1405","5-14 years",730,"Norway",2008,613666,1,0.162955093,0
"1406","5-14 years",736,"Norway",2009,613777,4,0.651702491,0
"1407","5-14 years",742,"Norway",2010,613341,1,0.16304144,0
"1408","5-14 years",748,"Norway",2011,612847,7,1.142210046,0
"1409","5-14 years",754,"Norway",2012,613489,2,0.326004215,0
"1410","5-14 years",82,"Australia",1998,2646336,8,0.302304772,0
"1411","5-14 years",88,"Australia",1999,2666719,16,0.599988225,0
"1412","5-14 years",873,"Russian Federation",1990,22446400,312,1.389977903,0
"1413","5-14 years",1539,"Sweden",2001,1168732,5,0.427814075,0
"1414","5-14 years",1545,"Sweden",2002,1156968,7,0.605029698,0
"1415","5-14 years",1551,"Sweden",2003,1137765,3,0.263674836,0
"1416","5-14 years",1557,"Sweden",2004,1112064,7,0.629460175,0
"1417","5-14 years",2018,"Uzbekistan",1990,5098600,62,1.216020084,0
"1418","5-14 years",903,"Russian Federation",1995,23273800,433,1.860461119,0
"1419","5-14 years",909,"Russian Federation",1996,22984100,398,1.731631867,0
"1420","5-14 years",915,"Russian Federation",1997,22432700,422,1.881182381,0
"1421","5-14 years",376,"Belgium",2013,1249247,5,0.400241105,0
"1422","5-14 years",1605,"Sweden",2012,1027590,5,0.486575385,0
"1423","5-14 years",1611,"Sweden",2013,1052679,4,0.379982882,0
"1424","5-14 years",1617,"Sweden",2014,1082479,6,0.55428327,0
"1425","5-14 years",1646,"United States",1985,33923000,278,0.819502992,0
"1426","5-14 years",1652,"United States",1986,33855000,255,0.753212229,0
"1427","5-14 years",1658,"United States",1987,34146000,251,0.735078779,0
"1428","5-14 years",2084,"Uzbekistan",2001,6441011,82,1.273092066,0
"1429","5-14 years",2090,"Uzbekistan",2002,6392430,68,1.063758227,0
"1430","5-14 years",975,"Russian Federation",2007,13516732,261,1.930940112,0
"1431","5-14 years",981,"Russian Federation",2008,13387856,238,1.777730504,0
"1432","5-14 years",987,"Russian Federation",2009,13422703,244,1.817815681,0
"1433","5-14 years",993,"Russian Federation",2010,13694508,195,1.423928483,0
"1434","5-14 years",748,"New Zealand",2010,582580,6,1.029901473,0
"1435","5-14 years",754,"New Zealand",2011,580130,6,1.034250944,0
"1436","5-14 years",1011,"Russian Federation",2013,14307425,165,1.153247352,0
"1437","5-14 years",766,"New Zealand",2013,596830,2,0.335103798,0
"1438","5-14 years",1023,"Russian Federation",2015,15300976,136,0.88883219,0
"1439","5-14 years",1029,"Russian Federation",2017,288993478,120,0.041523428,0
"1440","5-14 years",1035,"Russian Federation",2018,288955718,108,0.037375969,0
"1441","5-14 years",1449,"Sri Lanka",2006,3256315,26,0.798448553,0
"1442","5-14 years",790,"Qatar",2004,108465,0,0,0
"1443","5-14 years",796,"Qatar",2005,119540,0,0,0
"1444","5-14 years",802,"Qatar",2006,118585,0,0,0
"1445","5-14 years",808,"Qatar",2007,120298,1,0.831269015,0
"1446","5-14 years",814,"Qatar",2008,125590,0,0,0
"1447","5-14 years",820,"Qatar",2009,133707,0,0,0
"1448","5-14 years",826,"Qatar",2010,142771,0,0,0
"1449","5-14 years",832,"Qatar",2011,160518,0,0,0
"1450","5-14 years",838,"Qatar",2012,174214,0,0,0
"1451","5-14 years",844,"Qatar",2013,187570,0,0,0
"1452","5-14 years",850,"Qatar",2014,201711,0,0,0
"1453","5-14 years",1808,"United States",2012,41472067,311,0.749902338,0
"1454","5-14 years",1814,"United States",2013,41541673,395,0.950852413,0
"1455","5-14 years",1820,"United States",2014,41601797,428,1.028801713,0
"1456","5-14 years",1826,"United States",2015,41616888,413,0.992385591,0
"1457","5-14 years",1269,"South Africa",1998,10249073,5,0.0487849,0
"1458","5-14 years",652,"New Zealand",1994,537700,7,1.301841175,0
"1459","5-14 years",658,"New Zealand",1995,550100,6,1.09071078,0
"1460","5-14 years",664,"New Zealand",1996,563000,7,1.243339254,0
"1461","5-14 years",2042,"Uzbekistan",1994,5851300,35,0.598157674,0
"1462","5-14 years",2048,"Uzbekistan",1995,5999300,45,0.75008751,0
"1463","5-14 years",2054,"Uzbekistan",1996,6080600,50,0.822287274,0
"1464","5-14 years",2060,"Uzbekistan",1997,6230700,46,0.738279808,0
"1465","5-14 years",2066,"Uzbekistan",1998,6348500,60,0.945105143,0
"1466","5-14 years",2072,"Uzbekistan",1999,6415692,77,1.200182303,0
"1467","5-14 years",2078,"Uzbekistan",2000,6445666,70,1.086001043,0
"1468","5-14 years",196,"Australia",2019,2935661,19,0.647213694,0
"1469","5-14 years",202,"Australia",2020,2935661,26,0.885660844,0
"1470","5-14 years",634,"Norway",1992,522800,5,0.956388676,0
"1471","5-14 years",640,"Norway",1993,528700,7,1.32400227,0
"1472","5-14 years",646,"Norway",1994,536600,8,1.490868431,0
"1473","5-14 years",652,"Norway",1995,545600,9,1.649560117,0
"1474","5-14 years",658,"Norway",1996,555500,9,1.620162016,0
"1475","5-14 years",664,"Norway",1997,565400,3,0.530597807,0
"1476","5-14 years",670,"Norway",1998,575300,5,0.869111768,0
"1477","5-14 years",676,"Norway",1999,586388,2,0.3410711,0
"1478","5-14 years",682,"Norway",2000,596905,4,0.670123386,0
"1479","5-14 years",478,"Italy",1997,5563049,11,0.197733293,0
"1480","5-14 years",694,"Norway",2002,613837,2,0.325819395,0
"1481","5-14 years",16,"Australia",1987,2466200,7,0.283837483,0
"1482","5-14 years",22,"Australia",1988,2464700,7,0.284010224,0
"1483","5-14 years",28,"Australia",1989,2481100,9,0.362742332,0
"1484","5-14 years",34,"Australia",1990,2496800,5,0.200256328,0
"1485","5-14 years",40,"Australia",1991,2513800,10,0.397804121,0
"1486","5-14 years",46,"Australia",1992,2528600,6,0.237285454,0
"1487","5-14 years",52,"Australia",1993,2539700,7,0.275623105,0
"1488","5-14 years",58,"Australia",1994,2553300,4,0.156660009,0
"1489","5-14 years",64,"Australia",1995,2587800,4,0.154571451,0
"1490","5-14 years",70,"Australia",1996,2614300,15,0.573767356,0
"1491","5-14 years",76,"Australia",1997,2630231,14,0.532272641,0
"1492","5-14 years",1748,"United Kingdom",2002,7603180,10,0.131523915,0
"1493","5-14 years",856,"Qatar",2015,215714,0,0,0
"1494","5-14 years",1533,"Sweden",2000,1171973,2,0.170652396,0
"1495","5-14 years",106,"Australia",2002,2713257,8,0.29484859,0
"1496","5-14 years",1263,"South Africa",1997,10238875,0,0,0
"1497","5-14 years",118,"Australia",2004,2731937,8,0.292832521,0
"1498","5-14 years",897,"Russian Federation",1994,23304600,439,1.883748273,0
"1499","5-14 years",1275,"South Africa",1999,10235934,6,0.058617025,0
"1500","5-14 years",1281,"South Africa",2000,10209251,6,0.058770227,0
"1501","5-14 years",670,"New Zealand",1997,574600,8,1.392272885,0
"1502","5-14 years",676,"New Zealand",1998,582700,13,2.23099365,0
"1503","5-14 years",382,"Belgium",2014,1260733,4,0.317275744,0
"1504","5-14 years",388,"Belgium",2015,1273639,4,0.314060735,0
"1505","5-14 years",394,"Belgium",2017,1273639,6,0.471091102,0
"1506","5-14 years",945,"Russian Federation",2002,17206340,421,2.446772527,0
"1507","5-14 years",951,"Russian Federation",2003,16288507,363,2.228565209,0
"1508","5-14 years",957,"Russian Federation",2004,15492716,361,2.330127268,0
"1509","5-14 years",963,"Russian Federation",2005,14605972,275,1.882791505,0
"1510","5-14 years",969,"Russian Federation",2006,13932774,276,1.980940766,0
"1511","5-14 years",1347,"South Africa",2011,10324443,3,0.029057258,0
"1512","5-14 years",1353,"South Africa",2012,10373207,14,0.134963083,0
"1513","5-14 years",1359,"South Africa",2013,10431663,15,0.143792989,0
"1514","5-14 years",1365,"South Africa",2014,10495542,7,0.066694983,0
"1515","5-14 years",1371,"South Africa",2015,10561595,17,0.160960537,0
"1516","5-14 years",1377,"South Africa",2017,10561595,17,0.160960537,0
"1517","5-14 years",1383,"South Africa",2018,10561595,12,0.113619202,0
"1518","5-14 years",4,"Australia",1985,2522000,8,0.317208565,0
"1519","5-14 years",1670,"United Kingdom",1989,7016265,3,0.042757792,0
"1520","5-14 years",10,"Australia",1986,2491000,19,0.762745885,0
"1521","5-14 years",1443,"Sri Lanka",2003,3284817,34,1.035065272,0
"1522","5-14 years",2012,"Uruguay",2019,494107,5,1.011926567,0
"1523","5-14 years",1461,"Sweden",1988,998600,4,0.400560785,0
"1524","5-14 years",1467,"Sweden",1989,986900,2,0.202654778,0
"1525","5-14 years",1473,"Sweden",1990,982100,5,0.509113125,0
"1526","5-14 years",1479,"Sweden",1991,986300,6,0.608334178,0
"1527","5-14 years",1485,"Sweden",1992,996500,3,0.301053688,0
"1528","5-14 years",1491,"Sweden",1993,1014700,1,0.098551296,0
"1529","5-14 years",1497,"Sweden",1994,1042000,2,0.19193858,0
"1530","5-14 years",1503,"Sweden",1995,1070000,4,0.373831776,0
"1531","5-14 years",1509,"Sweden",1996,1096500,3,0.273597811,0
"1532","5-14 years",1515,"Sweden",1997,1122900,6,0.534330751,0
"1533","5-14 years",94,"Australia",2000,2687097,9,0.334933945,0
"1534","5-14 years",100,"Australia",2001,2704841,8,0.295765999,0
"1535","5-14 years",1760,"United Kingdom",2004,7474924,5,0.066890312,0
"1536","5-14 years",112,"Australia",2003,2716921,14,0.515289182,0
"1537","5-14 years",1772,"United Kingdom",2006,7241186,7,0.096669247,0
"1538","5-14 years",124,"Australia",2006,2736566,8,0.292337185,0
"1539","5-14 years",130,"Australia",2007,2745566,12,0.437068349,0
"1540","5-14 years",136,"Australia",2008,2752276,11,0.399669219,0
"1541","5-14 years",1287,"South Africa",2001,10218977,7,0.068500007,0
"1542","5-14 years",921,"Russian Federation",1998,21555700,412,1.911327398,0
"1543","5-14 years",927,"Russian Federation",1999,20527700,500,2.43573318,0
"1544","5-14 years",933,"Russian Federation",2000,19529472,507,2.59607633,0
"1545","5-14 years",939,"Russian Federation",2001,18427400,503,2.729630876,0
"1546","5-14 years",694,"New Zealand",2001,596190,3,0.50319529,0
"1547","5-14 years",700,"New Zealand",2002,600650,0,0,0
"1548","5-14 years",400,"Belgium",2018,1273639,2,0.157030367,0
"1549","5-14 years",712,"New Zealand",2004,608430,6,0.986144667,0
"1550","5-14 years",718,"New Zealand",2005,605890,2,0.330092921,0
"1551","5-14 years",724,"New Zealand",2006,602320,6,0.996148227,0
"1552","5-14 years",730,"New Zealand",2007,596040,2,0.33554795,0
"1553","5-14 years",736,"New Zealand",2008,589340,5,0.848406692,0
"1554","5-14 years",742,"New Zealand",2009,585710,10,1.707329566,0
"1555","5-14 years",1646,"United Kingdom",1985,7283613,5,0.06864725,0
"1556","5-14 years",1652,"United Kingdom",1986,7155094,4,0.055904227,0
"1557","5-14 years",760,"New Zealand",2012,580440,12,2.067397147,0
"1558","5-14 years",1425,"Sri Lanka",2000,3383139,48,1.418800705,0
"1559","5-14 years",1431,"Sri Lanka",2001,3340320,33,0.9879293,0
"1560","5-14 years",688,"Norway",2001,605709,0,0,0
"1561","5-14 years",1437,"Sri Lanka",2002,3308459,52,1.571728711,0
"1562","5-14 years",1676,"United Kingdom",1990,7076192,2,0.028263789,0
"1563","5-14 years",1682,"United Kingdom",1991,7174321,5,0.069693006,0
"1564","5-14 years",1688,"United Kingdom",1992,7287001,2,0.027446133,0
"1565","5-14 years",1694,"United Kingdom",1993,7414753,14,0.188812763,0
"1566","5-14 years",1700,"United Kingdom",1994,7480798,13,0.173778252,0
"1567","5-14 years",1706,"United Kingdom",1995,7523738,10,0.132912656,0
"1568","5-14 years",1712,"United Kingdom",1996,7591507,6,0.079035691,0
"1569","5-14 years",1718,"United Kingdom",1997,7661344,7,0.091367781,0
"1570","5-14 years",1724,"United Kingdom",1998,7703586,6,0.077885805,0
"1571","5-14 years",1730,"United Kingdom",1999,7754469,5,0.064478948,0
"1572","5-14 years",1736,"United Kingdom",2000,7735641,9,0.116344593,0
"1573","5-14 years",1521,"Sweden",1998,1146500,3,0.26166594,0
"1574","5-14 years",1527,"Sweden",1999,1164052,3,0.257720445,0
"1575","5-14 years",1832,"Uruguay",1985,534100,3,0.561692567,0
"1576","5-14 years",1766,"United Kingdom",2005,7373100,8,0.108502529,0
"1577","5-14 years",1844,"Uruguay",1987,542200,2,0.368867577,0
