"","age","X","country","year","total_pop","total_suicides","suicide_rate","age_order"
"2373","75+ years",1900,"Uruguay",1998,172206,71,41.22969002,5
"2374","75+ years",1906,"Uruguay",1999,176189,74,42.00035189,5
"2375","75+ years",1912,"Uruguay",2000,179734,72,40.05919859,5
"2376","75+ years",1918,"Uruguay",2001,185677,61,32.85274967,5
"2377","75+ years",1924,"Uruguay",2002,190842,96,50.30339234,5
"2378","75+ years",1930,"Uruguay",2003,195381,72,36.85107559,5
"2379","75+ years",1936,"Uruguay",2004,199443,81,40.6131075,5
"2380","75+ years",1942,"Uruguay",2005,203107,73,35.94164652,5
"2381","75+ years",1948,"Uruguay",2006,209438,72,34.3777156,5
"2382","75+ years",1954,"Uruguay",2007,215174,78,36.24973277,5
"2383","75+ years",1960,"Uruguay",2008,220151,69,31.34212427,5
"2384","75+ years",1966,"Uruguay",2009,224179,73,32.56326418,5
"2385","75+ years",1972,"Uruguay",2010,227254,81,35.64293698,5
"2386","75+ years",1978,"Uruguay",2012,234213,79,33.72998083,5
"2387","75+ years",1984,"Uruguay",2013,236359,86,36.3853291,5
"2388","75+ years",1990,"Uruguay",2014,238074,66,27.72247284,5
"2389","75+ years",1996,"Uruguay",2015,239616,75,31.30008013,5
"2390","75+ years",2002,"Uruguay",2017,239616,85,35.47342415,5
"2391","75+ years",2008,"Uruguay",2018,239616,87,36.30809295,5
"2392","75+ years",2014,"Uruguay",2019,239616,89,37.14276175,5
"2393","75+ years",708,"Norway",2004,353234,42,11.89013515,5
"2394","75+ years",714,"Norway",2005,354598,40,11.28037947,5
"2395","75+ years",720,"Norway",2006,355663,40,11.24660142,5
"2396","75+ years",726,"Norway",2007,355910,44,12.36267596,5
"2397","75+ years",732,"Norway",2008,355060,45,12.67391427,5
"2398","75+ years",738,"Norway",2009,353558,43,12.16207807,5
"2399","75+ years",744,"Norway",2010,352292,41,11.63807296,5
"2400","75+ years",750,"Norway",2011,351744,42,11.94050218,5
"2401","75+ years",756,"Norway",2012,352012,47,13.35181755,5
"2402","75+ years",762,"Norway",2013,353674,36,10.17886528,5
"2403","75+ years",768,"Norway",2014,357424,40,11.19119029,5
"2404","75+ years",774,"Norway",2015,362340,49,13.52321024,5
"2405","75+ years",540,"Italy",2007,5670694,767,13.52568134,5
"2406","75+ years",546,"Italy",2008,5806405,732,12.60676787,5
"2407","75+ years",552,"Italy",2009,5940496,764,12.86087896,5
"2408","75+ years",558,"Italy",2010,6077548,752,12.37341112,5
"2409","75+ years",564,"Italy",2011,6107996,826,13.52325706,5
"2410","75+ years",570,"Italy",2012,6232007,779,12.49998596,5
"2411","75+ years",576,"Italy",2013,6414383,806,12.56551098,5
"2412","75+ years",582,"Italy",2014,6609229,828,12.52793631,5
"2413","75+ years",588,"Italy",2015,6762022,825,12.20049269,5
"2414","75+ years",594,"Italy",2017,6762022,817,12.08218488,5
"2415","75+ years",953,"Russian Federation",2003,6819005,2917,42.777502,5
"2416","75+ years",959,"Russian Federation",2004,7146835,2978,41.66879465,5
"2417","75+ years",965,"Russian Federation",2005,7421229,2903,39.11751005,5
"2418","75+ years",971,"Russian Federation",2006,7612936,3102,40.74643475,5
"2419","75+ years",977,"Russian Federation",2007,7726710,3018,39.05931503,5
"2420","75+ years",983,"Russian Federation",2008,7744067,2997,38.70059492,5
"2421","75+ years",989,"Russian Federation",2009,7670597,2667,34.76913205,5
"2422","75+ years",995,"Russian Federation",2010,7734847,2547,32.92889956,5
"2423","75+ years",1001,"Russian Federation",2011,7922537,2588,32.66630374,5
"2424","75+ years",1007,"Russian Federation",2012,8274551,2581,31.1920248,5
"2425","75+ years",1013,"Russian Federation",2013,8704802,2549,29.28268788,5
"2426","75+ years",1019,"Russian Federation",2014,8704802,2616,30.05237799,5
"2427","75+ years",1025,"Russian Federation",2015,9566409,2472,25.84041723,5
"2428","75+ years",1031,"Russian Federation",2017,9566409,2293,23.9692867,5
"2429","75+ years",1037,"Russian Federation",2018,9566409,2169,22.67308454,5
"2430","75+ years",1043,"Russian Federation",2019,9566409,2190,22.89260265,5
"2431","75+ years",1726,"United States",1998,16005900,3206,20.0301139,5
"2432","75+ years",1732,"United States",1999,16321777,3018,18.49063371,5
"2433","75+ years",1738,"United States",2000,16600767,3014,18.15578762,5
"2434","75+ years",1744,"United States",2001,16977719,2961,17.44050541,5
"2435","75+ years",1750,"United States",2002,17327702,3085,17.80386112,5
"2436","75+ years",1756,"United States",2003,17582139,2913,16.56795001,5
"2437","75+ years",1762,"United States",2004,17830513,2919,16.37081334,5
"2438","75+ years",1768,"United States",2005,18150300,3060,16.85922547,5
"2439","75+ years",1774,"United States",2006,18343508,2915,15.89118068,5
"2440","75+ years",1780,"United States",2007,18477841,2977,16.11118961,5
"2441","75+ years",1786,"United States",2008,18110888,2959,16.33823808,5
"2442","75+ years",1792,"United States",2009,18269719,2941,16.09767507,5
"2443","75+ years",1798,"United States",2010,18427117,3020,16.38889035,5
"2444","75+ years",1804,"United States",2011,18719765,3142,16.78439874,5
"2445","75+ years",1810,"United States",2012,19009219,3281,17.2600463,5
"2446","75+ years",1816,"United States",2013,19303228,3421,17.72242446,5
"2447","75+ years",1822,"United States",2014,19611247,3583,18.27012836,5
"2448","75+ years",1828,"United States",2015,19949802,3711,18.60168838,5
"2449","75+ years",666,"New Zealand",1996,179200,24,13.39285714,5
"2450","75+ years",672,"New Zealand",1997,184500,24,13.00813008,5
"2451","75+ years",678,"New Zealand",1998,190200,26,13.66982124,5
"2452","75+ years",684,"New Zealand",1999,196680,24,12.20256254,5
"2453","75+ years",690,"New Zealand",2000,202580,20,9.872642907,5
"2454","75+ years",696,"New Zealand",2001,208810,34,16.28274508,5
"2455","75+ years",702,"New Zealand",2002,214350,21,9.797060882,5
"2456","75+ years",708,"New Zealand",2003,220440,38,17.23825077,5
"2457","75+ years",714,"New Zealand",2004,224550,32,14.25072367,5
"2458","75+ years",720,"New Zealand",2005,229810,25,10.87855185,5
"2459","75+ years",726,"New Zealand",2006,235920,22,9.325194981,5
"2460","75+ years",732,"New Zealand",2007,241100,30,12.44296972,5
"2461","75+ years",738,"New Zealand",2008,246020,24,9.755304447,5
"2462","75+ years",744,"New Zealand",2009,250770,33,13.15946884,5
"2463","75+ years",750,"New Zealand",2010,255980,29,11.32901008,5
"2464","75+ years",1391,"Sri Lanka",1985,221000,167,75.56561086,5
"2465","75+ years",1397,"Sri Lanka",1986,226600,167,73.69814651,5
"2466","75+ years",1403,"Sri Lanka",1996,387842,176,45.37930394,5
"2467","75+ years",1409,"Sri Lanka",1997,396846,234,58.96493854,5
"2468","75+ years",1415,"Sri Lanka",1998,403269,246,61.00146552,5
"2469","75+ years",1421,"Sri Lanka",1999,406969,231,56.76108008,5
"2470","75+ years",1427,"Sri Lanka",2000,407813,240,58.85050256,5
"2471","75+ years",1433,"Sri Lanka",2001,427546,193,45.14134152,5
"2472","75+ years",1648,"United Kingdom",1985,3621530,501,13.83393207,5
"2473","75+ years",1654,"United Kingdom",1986,3682311,503,13.65989999,5
"2474","75+ years",1660,"United Kingdom",1987,3781097,422,11.16078218,5
"2475","75+ years",1666,"United Kingdom",1988,3856858,518,13.43062151,5
"2476","75+ years",1672,"United Kingdom",1989,3937672,443,11.25030221,5
"2477","75+ years",1678,"United Kingdom",1990,3985927,418,10.48689552,5
"2478","75+ years",1684,"United Kingdom",1991,4038154,389,9.633114537,5
"2479","75+ years",780,"Qatar",1995,2373,0,0,5
"2480","75+ years",786,"Qatar",2001,1918,0,0,5
"2481","75+ years",792,"Qatar",2004,2684,0,0,5
"2482","75+ years",798,"Qatar",2005,2775,0,0,5
"2483","75+ years",804,"Qatar",2006,2924,1,34.1997264,5
"2484","75+ years",810,"Qatar",2007,3109,0,0,5
"2485","75+ years",1049,"Singapore",1985,40400,42,103.960396,5
"2486","75+ years",1055,"Singapore",1986,43200,44,101.8518519,5
"2487","75+ years",1061,"Singapore",1987,46000,33,71.73913043,5
"2488","75+ years",1067,"Singapore",1988,53400,57,106.741573,5
"2489","75+ years",1073,"Singapore",1989,56300,58,103.0195382,5
"2490","75+ years",1079,"Singapore",1990,59500,42,70.58823529,5
"2491","75+ years",1085,"Singapore",1991,61700,37,59.96758509,5
"2492","75+ years",1091,"Singapore",1992,64200,35,54.51713396,5
"2493","75+ years",1097,"Singapore",1993,66300,46,69.38159879,5
"2494","75+ years",1103,"Singapore",1994,68000,47,69.11764706,5
"2495","75+ years",1109,"Singapore",1995,70000,56,80,5
"2496","75+ years",1115,"Singapore",1996,71400,47,65.82633053,5
"2497","75+ years",1121,"Singapore",1997,73200,39,53.27868852,5
"2498","75+ years",1127,"Singapore",1998,75200,40,53.19148936,5
"2499","75+ years",1133,"Singapore",1999,77500,29,37.41935484,5
"2500","75+ years",1139,"Singapore",2000,80000,27,33.75,5
"2501","75+ years",1145,"Singapore",2001,85000,30,35.29411765,5
"2502","75+ years",1151,"Singapore",2002,90800,38,41.85022026,5
"2503","75+ years",1157,"Singapore",2003,96400,38,39.41908714,5
"2504","75+ years",1163,"Singapore",2004,103000,38,36.89320388,5
"2505","75+ years",1169,"Singapore",2005,108400,43,39.66789668,5
"2506","75+ years",1175,"Singapore",2006,114300,33,28.87139108,5
"2507","75+ years",1181,"Singapore",2007,113300,44,38.83495146,5
"2508","75+ years",1187,"Singapore",2008,119300,41,34.36714166,5
"2509","75+ years",1193,"Singapore",2009,126300,40,31.67062549,5
"2510","75+ years",1199,"Singapore",2010,134200,39,29.06110283,5
"2511","75+ years",1205,"Singapore",2011,140200,30,21.39800285,5
"2512","75+ years",1211,"Singapore",2012,145400,36,24.75928473,5
"2513","75+ years",1457,"Sweden",1987,645000,197,30.54263566,5
"2514","75+ years",1463,"Sweden",1988,659100,175,26.55135791,5
"2515","75+ years",1469,"Sweden",1989,672400,193,28.70315289,5
"2516","75+ years",1475,"Sweden",1990,684200,207,30.2543116,5
"2517","75+ years",1481,"Sweden",1991,693600,192,27.6816609,5
"2518","75+ years",2020,"Uzbekistan",1990,336700,47,13.95901396,5
"2519","75+ years",2026,"Uzbekistan",1991,331700,50,15.07386192,5
"2520","75+ years",2032,"Uzbekistan",1992,358400,48,13.39285714,5
"2521","75+ years",2038,"Uzbekistan",1993,333200,42,12.60504202,5
"2522","75+ years",2044,"Uzbekistan",1994,300000,35,11.66666667,5
"2523","75+ years",2050,"Uzbekistan",1995,292800,26,8.879781421,5
"2524","75+ years",2056,"Uzbekistan",1996,292000,30,10.2739726,5
"2525","75+ years",2062,"Uzbekistan",1997,295200,26,8.807588076,5
"2526","75+ years",2068,"Uzbekistan",1998,298600,23,7.70261219,5
"2527","75+ years",2074,"Uzbekistan",1999,307972,26,8.442325926,5
"2528","75+ years",2080,"Uzbekistan",2000,322069,31,9.625266635,5
"2529","75+ years",2086,"Uzbekistan",2001,335795,31,9.231822987,5
"2530","75+ years",2092,"Uzbekistan",2002,354310,31,8.749400243,5
"2531","75+ years",2098,"Uzbekistan",2003,371668,23,6.188318607,5
"2532","75+ years",2104,"Uzbekistan",2004,393177,19,4.83242916,5
"2533","75+ years",2110,"Uzbekistan",2005,409797,20,4.880465206,5
"2534","75+ years",2116,"Uzbekistan",2009,510989,14,2.739785005,5
"2535","75+ years",2122,"Uzbekistan",2010,519059,14,2.697188566,5
"2536","75+ years",2128,"Uzbekistan",2011,535618,15,2.800503344,5
"2537","75+ years",2134,"Uzbekistan",2012,552270,19,3.440346207,5
"2538","75+ years",2140,"Uzbekistan",2013,566182,21,3.709054686,5
"2539","75+ years",2146,"Uzbekistan",2014,573460,26,4.533882049,5
"2540","75+ years",2152,"Uzbekistan",2017,573460,21,3.661981655,5
"2541","75+ years",2158,"Uzbekistan",2018,573460,12,2.092560946,5
"2542","75+ years",2164,"Uzbekistan",2019,573460,17,2.96446134,5
